district_name,year,crop,season,area,production,yield
Gulbarga,2011 - 2012,cowpea,kharif,1143.0,404.0,0.35
Gulbarga,2011 - 2012,drychillies,kharif,1871.0,2853.0,1.52
Gulbarga,2011 - 2012,drychillies,rabi,143.0,337.0,2.36
Gulbarga,2011 - 2012,garlic,whole_year,14.0,17.0,1.21
Gulbarga,2011 - 2012,ginger,whole_year,202.0,642.7,3.18
Gulbarga,2011 - 2012,gram,rabi,166956.0,116889.0,0.7
Gulbarga,2011 - 2012,groundnut,kharif,1555.0,932.0,0.6
Gulbarga,2011 - 2012,groundnut,rabi,5991.0,4195.0,0.7
Gulbarga,2011 - 2012,horse-gram,kharif,1152.0,629.0,0.55
Gulbarga,2011 - 2012,horse-gram,rabi,81.0,41.0,0.51
Gulbarga,2011 - 2012,jowar,kharif,2635.0,3376.0,1.28
Gulbarga,2011 - 2012,jowar,rabi,205263.0,190996.0,0.93
Gulbarga,2011 - 2012,linseed,rabi,395.0,97.0,0.25
Gulbarga,2011 - 2012,maize,kharif,5918.0,13977.0,2.36
Gulbarga,2011 - 2012,maize,rabi,262.0,190.0,0.73
Gulbarga,2011 - 2012,mesta,whole_year,312.0,434.0,1.39
Gulbarga,2011 - 2012,moong,kharif,21905.0,7991.0,0.36
Gulbarga,2011 - 2012,nigerseed,kharif,1264.0,344.0,0.27
Gulbarga,2011 - 2012,onion,kharif,734.0,3623.0,4.94
Gulbarga,2011 - 2012,onion,rabi,799.0,18982.0,23.76
Gulbarga,2011 - 2012,other_kharif_pulses,kharif,914.0,478.0,0.52
Gulbarga,2011 - 2012,peas_beans,kharif,8.0,71.0,8.88
Gulbarga,2011 - 2012,potato,kharif,100.0,826.0,8.26
Gulbarga,2011 - 2012,rapeseed_mustard,rabi,6.0,2.0,0.33
Gulbarga,2011 - 2012,rice,kharif,3282.0,5331.0,1.62
Gulbarga,2011 - 2012,rice,rabi,575.0,718.0,1.25
Gulbarga,2011 - 2012,safflower,rabi,5880.0,3962.0,0.67
Gulbarga,2011 - 2012,sesamum,kharif,5720.0,2744.0,0.48
Gulbarga,2011 - 2012,small_millets,kharif,25.0,8.0,0.32
Gulbarga,2011 - 2012,soyabean,kharif,875.0,320.0,0.37
Gulbarga,2011 - 2012,sugarcane,whole_year,15074.0,615773.0,40.85
Gulbarga,2011 - 2012,sunflower,kharif,23356.0,11108.0,0.48
Gulbarga,2011 - 2012,sunflower,rabi,12201.0,6742.0,0.55
Gulbarga,2011 - 2012,turmeric,whole_year,1036.0,5204.0,5.02
Gulbarga,2011 - 2012,urad,kharif,30220.0,11139.0,0.37
Gulbarga,2011 - 2012,wheat,rabi,16516.0,24893.0,1.51
Gulbarga,2012 - 2013,arhar_tur,kharif,340119.0,250736.0,0.74
Gulbarga,2012 - 2013,bajra,kharif,15566.0,16961.0,1.09
Gulbarga,2012 - 2013,castorseed,kharif,11.0,7.0,0.64
Gulbarga,2012 - 2013,coconut,whole_year,181.0,1782000.0,9845.3
Gulbarga,2012 - 2013,coriander,whole_year,17.0,7.0,0.41
Gulbarga,2012 - 2013,cotton,kharif,39523.0,90771.0,2.3
Gulbarga,2012 - 2013,cowpea,kharif,266.0,118.0,0.44
Gulbarga,2012 - 2013,drychillies,kharif,177.0,153.0,0.86
Gulbarga,2012 - 2013,drychillies,rabi,26.0,71.0,2.73
Gulbarga,2012 - 2013,garlic,whole_year,12.0,16.0,1.33
Gulbarga,2012 - 2013,ginger,whole_year,2.0,64.0,32.0
Gulbarga,2012 - 2013,gram,rabi,158987.0,129137.0,0.81
Gulbarga,2012 - 2013,groundnut,kharif,1085.0,610.0,0.56
Gulbarga,2012 - 2013,groundnut,rabi,673.0,1137.0,1.69
Gulbarga,2012 - 2013,horse-gram,kharif,435.0,177.0,0.41
Gulbarga,2012 - 2013,jowar,kharif,3010.0,4092.0,1.36
Gulbarga,2012 - 2013,jowar,rabi,197537.0,217123.0,1.1
Gulbarga,2012 - 2013,linseed,rabi,261.0,46.0,0.18
Gulbarga,2012 - 2013,maize,kharif,4818.0,13278.0,2.76
Gulbarga,2012 - 2013,maize,rabi,292.0,591.0,2.02
Gulbarga,2012 - 2013,mesta,whole_year,168.0,234.0,1.39
Gulbarga,2012 - 2013,moong,kharif,22825.0,10148.0,0.44
Gulbarga,2012 - 2013,nigerseed,kharif,304.0,73.0,0.24
Gulbarga,2012 - 2013,onion,kharif,741.0,3934.0,5.31
Gulbarga,2012 - 2013,onion,rabi,337.0,4227.0,12.54
Gulbarga,2012 - 2013,other_kharif_pulses,kharif,276.0,202.0,0.73
Gulbarga,2012 - 2013,potato,kharif,29.0,185.0,6.38
Gulbarga,2012 - 2013,rice,kharif,2799.0,4834.0,1.73
Gulbarga,2012 - 2013,rice,rabi,1623.0,2277.0,1.4
Gulbarga,2012 - 2013,safflower,rabi,5147.0,4807.0,0.93
Gulbarga,2012 - 2013,sesamum,kharif,5694.0,2651.0,0.47
Gulbarga,2012 - 2013,small_millets,kharif,19.0,5.0,0.26
Gulbarga,2012 - 2013,soyabean,kharif,4512.0,3416.0,0.76
Gulbarga,2012 - 2013,sugarcane,whole_year,14801.0,731169.0,49.4
Gulbarga,2012 - 2013,sunflower,kharif,23810.0,12079.0,0.51
Gulbarga,2012 - 2013,sunflower,rabi,19047.0,9934.0,0.52
Gulbarga,2012 - 2013,sweetpotato,whole_year,5.0,78.0,15.6
Gulbarga,2012 - 2013,turmeric,whole_year,462.0,920.0,1.99
Gulbarga,2012 - 2013,urad,kharif,31178.0,16646.0,0.53
Gulbarga,2012 - 2013,wheat,rabi,11271.0,14787.0,1.31
Gulbarga,2013 - 2014,arhar_tur,kharif,369537.0,394592.0,1.07
Gulbarga,2013 - 2014,bajra,kharif,14897.0,19870.0,1.33
Gulbarga,2013 - 2014,coconut,whole_year,119.0,944000.0,7932.77
Gulbarga,2013 - 2014,coriander,whole_year,21.0,7.0,0.33
Gulbarga,2013 - 2014,cotton,kharif,47273.0,269445.0,5.7
Gulbarga,2013 - 2014,cowpea,kharif,327.0,107.0,0.33
Gulbarga,2013 - 2014,drychillies,kharif,1252.0,2581.0,2.06
Gulbarga,2013 - 2014,drychillies,rabi,9.0,17.0,1.89
Gulbarga,2013 - 2014,garlic,whole_year,24.0,25.0,1.04
Gulbarga,2013 - 2014,gram,rabi,172556.0,155732.0,0.9
Gulbarga,2013 - 2014,groundnut,kharif,1249.0,592.0,0.47
Gulbarga,2013 - 2014,horse-gram,kharif,387.0,195.0,0.5
Gulbarga,2013 - 2014,jowar,kharif,3811.0,4703.0,1.23
Gulbarga,2013 - 2014,jowar,rabi,229797.0,292750.0,1.27
Gulbarga,2013 - 2014,linseed,rabi,209.0,62.0,0.3
Gulbarga,2013 - 2014,maize,kharif,5302.0,13705.0,2.58
Gulbarga,2013 - 2014,maize,rabi,437.0,1295.0,2.96
Gulbarga,2013 - 2014,mesta,whole_year,140.0,156.0,1.11
Gulbarga,2013 - 2014,moong,kharif,35951.0,17077.0,0.48
Gulbarga,2013 - 2014,nigerseed,kharif,532.0,116.0,0.22
Gulbarga,2013 - 2014,onion,kharif,711.0,4703.0,6.61
Gulbarga,2013 - 2014,onion,rabi,373.0,4867.0,13.05
Gulbarga,2013 - 2014,other_kharif_pulses,kharif,414.0,232.0,0.56
Gulbarga,2013 - 2014,potato,kharif,4.0,26.0,6.5
Gulbarga,2013 - 2014,rapeseed_mustard,kharif,4.0,1.0,0.25
Gulbarga,2013 - 2014,rice,kharif,4281.0,11335.0,2.65
Gulbarga,2013 - 2014,rice,rabi,875.0,1949.0,2.23
Gulbarga,2013 - 2014,safflower,rabi,4979.0,5719.0,1.15
Gulbarga,2013 - 2014,sesamum,kharif,5419.0,3202.0,0.59
Gulbarga,2013 - 2014,small_millets,kharif,22.0,8.0,0.36
Gulbarga,2013 - 2014,soyabean,kharif,6054.0,8334.0,1.38
Gulbarga,2013 - 2014,sugarcane,whole_year,27602.0,1678202.0,60.8
Gulbarga,2013 - 2014,sunflower,kharif,27776.0,16281.0,0.59
Gulbarga,2013 - 2014,sunflower,rabi,17346.0,10777.0,0.62
Gulbarga,2013 - 2014,turmeric,whole_year,653.0,2016.0,3.09
Gulbarga,2013 - 2014,urad,kharif,40904.0,22033.0,0.54
Gulbarga,2013 - 2014,wheat,rabi,13467.0,23502.0,1.75
Gulbarga,2014 - 2015,arhar_tur,kharif,315343.0,210003.0,0.67
Gulbarga,2014 - 2015,bajra,kharif,15642.0,18218.0,1.16
Gulbarga,2014 - 2015,castorseed,kharif,79.0,48.0,0.61
Gulbarga,2014 - 2015,coconut,whole_year,192.0,1713000.0,8921.88
Gulbarga,2014 - 2015,coriander,whole_year,44.0,15.0,0.34
Gulbarga,2014 - 2015,cotton,kharif,82637.0,338020.0,4.09
Gulbarga,2014 - 2015,cowpea,kharif,534.0,221.0,0.41
Gulbarga,2014 - 2015,drychillies,rabi,86.0,161.0,1.87
Gulbarga,2014 - 2015,gram,rabi,184515.0,155482.0,0.84
Gulbarga,2014 - 2015,groundnut,kharif,649.0,235.0,0.36
Gulbarga,2014 - 2015,horse-gram,kharif,530.0,248.0,0.47
Gulbarga,2014 - 2015,jowar,kharif,1579.0,1730.0,1.1
Gulbarga,2014 - 2015,jowar,rabi,237624.0,271569.0,1.14
Gulbarga,2014 - 2015,linseed,rabi,335.0,104.0,0.31
Gulbarga,2014 - 2015,maize,kharif,4747.0,12713.0,2.68
Gulbarga,2014 - 2015,maize,rabi,136.0,87.0,0.64
Gulbarga,2014 - 2015,moong,kharif,20292.0,6362.0,0.31
Gulbarga,2014 - 2015,nigerseed,kharif,422.0,112.0,0.27
Gulbarga,2014 - 2015,onion,kharif,710.0,3646.0,5.14
Gulbarga,2014 - 2015,onion,rabi,453.0,11671.0,25.76
Gulbarga,2014 - 2015,other_kharif_pulses,kharif,440.0,220.0,0.5
Gulbarga,2014 - 2015,potato,kharif,53.0,326.0,6.15
Gulbarga,2014 - 2015,rapeseed_mustard,kharif,106.0,23.0,0.22
Gulbarga,2014 - 2015,rice,kharif,1556.0,2887.0,1.86
Gulbarga,2014 - 2015,rice,rabi,356.0,452.0,1.27
Gulbarga,2014 - 2015,safflower,rabi,3203.0,2398.0,0.75
Gulbarga,2014 - 2015,sesamum,kharif,4430.0,2277.0,0.51
Gulbarga,2014 - 2015,small_millets,kharif,197.0,67.0,0.34
Gulbarga,2014 - 2015,soyabean,kharif,21695.0,13170.0,0.61
Gulbarga,2014 - 2015,sugarcane,whole_year,45503.0,3025950.0,66.5
Gulbarga,2014 - 2015,sunflower,kharif,21910.0,12822.0,0.59
Gulbarga,2014 - 2015,sunflower,rabi,20278.0,10692.0,0.53
Gulbarga,2014 - 2015,urad,kharif,18672.0,6616.0,0.35
Gulbarga,2014 - 2015,wheat,rabi,14149.0,23751.0,1.68
Gulbarga,2015 - 2016,arhar_tur,kharif,261076.0,94993.0,0.36
Gulbarga,2015 - 2016,bajra,kharif,4886.0,3184.0,0.65
Gulbarga,2015 - 2016,cotton,kharif,49322.0,103630.0,2.1
Gulbarga,2015 - 2016,cowpea,kharif,54.0,22.0,0.41
Gulbarga,2015 - 2016,drychillies,kharif,618.0,536.0,0.87
Gulbarga,2015 - 2016,drychillies,rabi,147.0,297.0,2.02
Gulbarga,2015 - 2016,garlic,whole_year,47.0,63.0,1.34
Gulbarga,2015 - 2016,gram,rabi,196138.0,83849.0,0.43
Gulbarga,2015 - 2016,groundnut,kharif,2384.0,1558.0,0.65
Gulbarga,2015 - 2016,horse-gram,kharif,188.0,87.0,0.46
Gulbarga,2015 - 2016,jowar,kharif,1680.0,1518.0,0.9
Gulbarga,2015 - 2016,jowar,rabi,202699.0,121893.0,0.6
Gulbarga,2015 - 2016,linseed,rabi,261.0,31.0,0.12
Gulbarga,2015 - 2016,maize,kharif,1803.0,2110.0,1.17
Gulbarga,2015 - 2016,maize,rabi,538.0,505.0,0.94
Gulbarga,2015 - 2016,mesta,whole_year,721.0,964.0,1.34
Gulbarga,2015 - 2016,moong,kharif,25063.0,6072.0,0.24
Gulbarga,2015 - 2016,nigerseed,kharif,571.0,130.0,0.23
Gulbarga,2015 - 2016,onion,kharif,636.0,2778.0,4.37
Gulbarga,2015 - 2016,onion,rabi,312.0,1766.0,5.66
Gulbarga,2015 - 2016,other_kharif_pulses,kharif,62.0,82.0,1.32
Gulbarga,2015 - 2016,potato,rabi,104.0,1566.0,15.06
Gulbarga,2015 - 2016,rice,kharif,3720.0,8065.0,2.17
Gulbarga,2015 - 2016,rice,rabi,389.0,440.0,1.13
Gulbarga,2015 - 2016,safflower,rabi,4452.0,1874.0,0.42
Gulbarga,2015 - 2016,sesamum,kharif,3526.0,1048.0,0.3
Gulbarga,2015 - 2016,small_millets,kharif,16.0,4.0,0.25
Gulbarga,2015 - 2016,soyabean,kharif,7222.0,5043.0,0.7
Gulbarga,2015 - 2016,sugarcane,whole_year,28601.0,1195522.0,41.8
Gulbarga,2015 - 2016,sunflower,kharif,6827.0,1946.0,0.29
Gulbarga,2015 - 2016,sunflower,rabi,34041.0,6047.0,0.18
Gulbarga,2015 - 2016,turmeric,whole_year,80.0,214.0,2.68
Gulbarga,2015 - 2016,urad,kharif,23159.0,7480.0,0.32
Gulbarga,2015 - 2016,wheat,rabi,9061.0,9245.0,1.02
Gulbarga,2016 - 2017,arhar_tur,kharif,388914.0,541641.0,1.39
Gulbarga,2016 - 2017,bajra,kharif,12128.0,17755.0,1.46
Gulbarga,2016 - 2017,castorseed,kharif,10.0,5.0,0.5
Gulbarga,2016 - 2017,coconut,whole_year,262.0,2048000.0,7816.79
Gulbarga,2016 - 2017,cotton,kharif,32830.0,107321.0,3.27
Gulbarga,2016 - 2017,cowpea,kharif,85.0,65.0,0.76
Gulbarga,2016 - 2017,drychillies,kharif,1264.0,2546.0,2.01
Gulbarga,2016 - 2017,drychillies,rabi,1252.0,2679.0,2.14
Gulbarga,2016 - 2017,garlic,whole_year,64.0,53.0,0.83
Gulbarga,2016 - 2017,gram,rabi,185056.0,217293.0,1.17
Gulbarga,2016 - 2017,groundnut,kharif,864.0,1372.0,1.59
Gulbarga,2016 - 2017,horse-gram,kharif,176.0,53.0,0.3
Gulbarga,2016 - 2017,jowar,kharif,1074.0,1341.0,1.25
Gulbarga,2016 - 2017,jowar,rabi,203348.0,309475.0,1.52
Gulbarga,2016 - 2017,linseed,rabi,231.0,13.0,0.06
Gulbarga,2016 - 2017,maize,kharif,3770.0,5806.0,1.54
Gulbarga,2016 - 2017,maize,rabi,384.0,1006.0,2.62
Gulbarga,2016 - 2017,mesta,whole_year,71.0,68.0,0.96
Gulbarga,2016 - 2017,moong,kharif,50091.0,24459.0,0.49
Gulbarga,2016 - 2017,nigerseed,kharif,148.0,19.0,0.13
Gulbarga,2016 - 2017,onion,kharif,1336.0,11666.0,8.73
Gulbarga,2016 - 2017,onion,rabi,1241.0,17773.0,14.32
Gulbarga,2016 - 2017,other_kharif_pulses,kharif,116.0,37.0,0.32
Gulbarga,2016 - 2017,potato,kharif,91.0,894.0,9.82
Gulbarga,2016 - 2017,rice,kharif,3537.0,13760.0,3.89
Gulbarga,2016 - 2017,rice,rabi,2087.0,6658.0,3.19
Gulbarga,2016 - 2017,safflower,rabi,3034.0,2917.0,0.96
Gulbarga,2016 - 2017,sesamum,kharif,9008.0,8018.0,0.89
Gulbarga,2016 - 2017,soyabean,kharif,19828.0,16557.0,0.84
Gulbarga,2016 - 2017,sugarcane,whole_year,28429.0,1080302.0,38.0
Gulbarga,2016 - 2017,sunflower,kharif,13379.0,5885.0,0.44
Gulbarga,2016 - 2017,sunflower,rabi,279.0,192.0,0.69
Gulbarga,2016 - 2017,turmeric,whole_year,501.0,1583.0,3.16
Gulbarga,2016 - 2017,urad,kharif,24436.0,14579.0,0.6
Gulbarga,2016 - 2017,wheat,rabi,9228.0,18541.0,2.01
Gulbarga,2017 - 2018,arhar_tur,kharif,328808.0,377652.0,1.15
Gulbarga,2017 - 2018,bajra,kharif,7481.0,19850.0,2.65
Gulbarga,2017 - 2018,coconut,whole_year,262.0,2072000.0,7908.4
Gulbarga,2017 - 2018,cotton,kharif,62289.0,324402.0,5.21
Gulbarga,2017 - 2018,cowpea,kharif,75.0,17.0,0.23
Gulbarga,2017 - 2018,drychillies,kharif,1121.0,5647.0,5.04
Gulbarga,2017 - 2018,drychillies,rabi,1509.0,3036.0,2.01
Gulbarga,2017 - 2018,ginger,whole_year,246.0,6354.0,25.83
Gulbarga,2017 - 2018,gram,rabi,206309.0,230880.0,1.12
Gulbarga,2017 - 2018,groundnut,kharif,584.0,800.0,1.37
Gulbarga,2017 - 2018,horse-gram,kharif,42.0,29.0,0.69
Gulbarga,2017 - 2018,jowar,kharif,611.0,1732.0,2.83
Gulbarga,2017 - 2018,jowar,rabi,206071.0,268984.0,1.31
Gulbarga,2017 - 2018,linseed,rabi,23.0,8.0,0.35
Gulbarga,2017 - 2018,maize,kharif,1843.0,6732.0,3.65
Gulbarga,2017 - 2018,maize,rabi,222.0,902.0,4.06
Gulbarga,2017 - 2018,moong,kharif,79320.0,48905.0,0.62
Gulbarga,2017 - 2018,nigerseed,kharif,181.0,39.0,0.22
Gulbarga,2017 - 2018,onion,kharif,1439.0,16815.0,11.69
Gulbarga,2017 - 2018,onion,rabi,1752.0,24841.0,14.18
Gulbarga,2017 - 2018,other_kharif_pulses,kharif,255.0,235.0,0.92
Gulbarga,2017 - 2018,potato,kharif,86.0,829.0,9.64
Gulbarga,2017 - 2018,potato,rabi,49.0,917.0,18.71
Gulbarga,2017 - 2018,rice,kharif,2800.0,10637.0,3.8
Gulbarga,2017 - 2018,rice,rabi,1628.0,4112.0,2.53
Gulbarga,2017 - 2018,safflower,rabi,1946.0,1753.0,0.9
Gulbarga,2017 - 2018,sesamum,kharif,6088.0,9797.0,1.61
Gulbarga,2017 - 2018,small_millets,kharif,2.0,1.0,0.5
Gulbarga,2017 - 2018,soyabean,kharif,13354.0,26134.0,1.96
Gulbarga,2017 - 2018,sugarcane,whole_year,1003.0,68605.0,68.4
Gulbarga,2017 - 2018,sunflower,kharif,9954.0,11612.0,1.17
Gulbarga,2017 - 2018,sunflower,rabi,469.0,313.0,0.67
Gulbarga,2017 - 2018,turmeric,whole_year,2049.0,11331.0,5.53
Gulbarga,2017 - 2018,urad,kharif,52065.0,32892.0,0.63
Gulbarga,2017 - 2018,wheat,rabi,10979.0,22946.0,2.09
Gulbarga,2018 - 2019,arecanut,whole_year,1.0,9.0,9.0
Gulbarga,2018 - 2019,arhar_tur,kharif,613760.0,569078.0,0.93
Gulbarga,2018 - 2019,bajra,kharif,1682.0,2961.0,1.76
Gulbarga,2018 - 2019,cashewnut,whole_year,1.0,1.0,1.0
Gulbarga,2018 - 2019,castorseed,kharif,3.0,2.0,0.67
Gulbarga,2018 - 2019,coconut,whole_year,23.0,163000.0,7086.96
Gulbarga,2018 - 2019,coriander,whole_year,27.0,24.0,0.89
Gulbarga,2018 - 2019,cotton,kharif,68183.0,203077.0,2.98
Gulbarga,2018 - 2019,cowpea,kharif,13.0,5.0,0.38
Gulbarga,2018 - 2019,drychillies,kharif,1743.0,1520.0,0.87
Gulbarga,2018 - 2019,garlic,whole_year,19.0,126.0,6.63
Gulbarga,2018 - 2019,ginger,whole_year,31.0,477.1,15.39
Gulbarga,2018 - 2019,gram,rabi,122055.0,99255.0,0.81
Gulbarga,2018 - 2019,groundnut,kharif,1403.0,1317.0,0.94
Gulbarga,2018 - 2019,horse-gram,kharif,34.0,14.0,0.41
Gulbarga,2018 - 2019,jowar,rabi,124811.0,116436.0,0.93
Gulbarga,2018 - 2019,linseed,rabi,29.0,6.0,0.21
Gulbarga,2018 - 2019,maize,kharif,1945.0,6094.0,3.13
Gulbarga,2018 - 2019,maize,rabi,39.0,132.0,3.38
Gulbarga,2018 - 2019,mesta,whole_year,21.0,30.0,1.43
Gulbarga,2018 - 2019,moong,kharif,43466.0,24941.0,0.57
Gulbarga,2018 - 2019,nigerseed,kharif,37.0,7.0,0.19
Gulbarga,2018 - 2019,onion,kharif,2538.0,23067.0,9.09
Gulbarga,2018 - 2019,onion,rabi,1043.0,13828.0,13.26
Gulbarga,2018 - 2019,other_kharif_pulses,kharif,24.0,14.0,0.58
Gulbarga,2018 - 2019,potato,kharif,14.0,111.0,7.93
Gulbarga,2018 - 2019,ragi,kharif,69.0,83.0,1.2
Gulbarga,2018 - 2019,rice,kharif,7945.0,25179.0,3.17
Gulbarga,2018 - 2019,rice,rabi,710.0,1039.0,1.46
Gulbarga,2018 - 2019,safflower,rabi,465.0,436.0,0.94
Gulbarga,2018 - 2019,sesamum,kharif,2355.0,2763.0,1.17
Gulbarga,2018 - 2019,small_millets,kharif,403.0,423.0,1.05
Gulbarga,2018 - 2019,soyabean,kharif,22325.0,30222.0,1.35
Gulbarga,2018 - 2019,sugarcane,whole_year,25629.0,1972152.0,76.95
Gulbarga,2018 - 2019,sunflower,kharif,6891.0,6874.0,1.0
Gulbarga,2018 - 2019,sunflower,rabi,572.0,256.0,0.45
Gulbarga,2018 - 2019,sweetpotato,whole_year,10.0,145.0,14.5
Gulbarga,2018 - 2019,tapioca,whole_year,9.0,120.0,13.33
Gulbarga,2018 - 2019,tobacco,whole_year,8.0,7.0,0.88
Gulbarga,2018 - 2019,turmeric,whole_year,468.0,279.0,0.6
Gulbarga,2018 - 2019,urad,kharif,23034.0,11182.0,0.49
Gulbarga,2018 - 2019,wheat,rabi,6349.0,9560.0,1.51
Gulbarga,2019 - 2020,arhar_tur,kharif,606717.0,523354.0,0.86
Gulbarga,2019 - 2020,bajra,kharif,7449.0,12596.0,1.69
Gulbarga,2019 - 2020,castorseed,kharif,14.0,13.0,0.93
Gulbarga,2019 - 2020,coconut,whole_year,32.0,264000.0,8250.0
Gulbarga,2019 - 2020,cotton,kharif,100845.0,379250.0,3.76
Gulbarga,2019 - 2020,cotton,rabi,439.0,316.0,0.72
Gulbarga,2019 - 2020,cowpea,kharif,81.0,23.0,0.28
Gulbarga,2019 - 2020,cowpea,rabi,3.0,1.0,0.33
Gulbarga,2019 - 2020,drychillies,kharif,494.0,2097.0,4.24
Gulbarga,2019 - 2020,garlic,whole_year,2.0,10.0,5.0
Gulbarga,2019 - 2020,ginger,whole_year,26.0,271.9,10.46
Gulbarga,2019 - 2020,gram,rabi,93196.0,107660.0,1.16
Gulbarga,2019 - 2020,groundnut,kharif,470.0,534.0,1.14
Gulbarga,2019 - 2020,horse-gram,kharif,62.0,47.0,0.76
Gulbarga,2019 - 2020,horse-gram,rabi,3.0,2.0,0.67
Gulbarga,2019 - 2020,jowar,kharif,4688.0,5589.0,1.19
Gulbarga,2019 - 2020,jowar,rabi,95751.0,129168.0,1.35
Gulbarga,2019 - 2020,maize,kharif,2818.0,10746.0,3.81
Gulbarga,2019 - 2020,maize,rabi,547.0,1894.0,3.46
Gulbarga,2019 - 2020,moong,kharif,77459.0,42827.0,0.55
Gulbarga,2019 - 2020,moong,rabi,12.0,3.0,0.25
Gulbarga,2019 - 2020,nigerseed,kharif,12.0,3.0,0.25
Gulbarga,2019 - 2020,onion,kharif,635.0,6029.0,9.49
Gulbarga,2019 - 2020,onion,rabi,862.0,12027.0,13.95
Gulbarga,2019 - 2020,other_kharif_pulses,kharif,348.0,259.0,0.74
Gulbarga,2019 - 2020,other_rabi_pulses,rabi,17.0,14.0,0.82
Gulbarga,2019 - 2020,potato,kharif,24.0,169.0,7.04
Gulbarga,2019 - 2020,potato,rabi,16.0,248.0,15.5
Gulbarga,2019 - 2020,ragi,kharif,61.0,107.0,1.75
Gulbarga,2019 - 2020,ragi,rabi,44.0,62.0,1.41
Gulbarga,2019 - 2020,rice,kharif,7040.0,26050.0,3.7
Gulbarga,2019 - 2020,rice,rabi,1051.0,3523.0,3.35
Gulbarga,2019 - 2020,safflower,rabi,1909.0,1609.0,0.84
Gulbarga,2019 - 2020,sannhamp,whole_year,3.0,2.0,0.67
Gulbarga,2019 - 2020,sesamum,kharif,13084.0,15512.0,1.19
Gulbarga,2019 - 2020,small_millets,kharif,218.0,86.0,0.39
Gulbarga,2019 - 2020,soyabean,kharif,19182.0,27808.0,1.45
Gulbarga,2019 - 2020,sugarcane,whole_year,16388.0,1319066.0,80.49
Gulbarga,2019 - 2020,sunflower,kharif,10441.0,10941.0,1.05
Gulbarga,2019 - 2020,sunflower,rabi,73.0,31.0,0.42
Gulbarga,2019 - 2020,sweetpotato,whole_year,5.0,96.0,19.2
Gulbarga,2019 - 2020,tapioca,whole_year,78.0,990.0,12.69
Gulbarga,2019 - 2020,turmeric,whole_year,491.0,1525.0,3.11
Gulbarga,2019 - 2020,urad,kharif,26940.0,15381.0,0.57
Gulbarga,2019 - 2020,urad,rabi,2.0,1.0,0.5
Gulbarga,2019 - 2020,wheat,rabi,7674.0,15652.0,2.04
Gulbarga,2020 - 2021,arhar_tur,kharif,581825.0,622553.0,1.07
Gulbarga,2020 - 2021,bajra,kharif,1805.0,2578.0,1.43
Gulbarga,2020 - 2021,bajra,rabi,124.0,162.0,1.31
Gulbarga,2020 - 2021,blackpepper,whole_year,51.0,24.0,0.47
Gulbarga,2020 - 2021,cardamom,whole_year,1.0,0.17,0.17
Gulbarga,2020 - 2021,coconut,whole_year,27.0,215.0,7.96
Gulbarga,2020 - 2021,coriander,whole_year,16.0,9.0,0.56
Gulbarga,2020 - 2021,cotton,kharif,106528.0,253787.0,2.38
Gulbarga,2020 - 2021,cotton,rabi,1254.0,745.0,0.59
Gulbarga,2020 - 2021,cowpea,kharif,39.0,13.0,0.33
Gulbarga,2020 - 2021,cowpea,rabi,3.0,2.0,0.67
Gulbarga,2020 - 2021,garlic,whole_year,36.0,190.0,5.28
Gulbarga,2020 - 2021,ginger,whole_year,398.0,4653.8,11.69
Gulbarga,2020 - 2021,gram,rabi,35331.0,38263.0,1.08
Gulbarga,2020 - 2021,groundnut,kharif,498.0,622.0,1.25
Gulbarga,2020 - 2021,horse-gram,kharif,89.0,59.0,0.66
Gulbarga,2020 - 2021,horse-gram,rabi,7.0,5.0,0.71
Gulbarga,2020 - 2021,jowar,kharif,757.0,1058.0,1.4
Gulbarga,2020 - 2021,jowar,rabi,76936.0,96555.0,1.26
Gulbarga,2020 - 2021,linseed,rabi,62.0,28.0,0.45
Gulbarga,2020 - 2021,maize,kharif,2673.0,6864.0,2.57
Gulbarga,2020 - 2021,maize,rabi,609.0,2248.0,3.69
Gulbarga,2020 - 2021,moong,kharif,85297.0,51434.0,0.6
Gulbarga,2020 - 2021,moong,rabi,134.0,40.0,0.3
Gulbarga,2020 - 2021,nigerseed,kharif,18.0,4.0,0.22
Gulbarga,2020 - 2021,onion,kharif,937.0,8532.0,9.11
Gulbarga,2020 - 2021,onion,rabi,1763.0,22036.0,12.5
Gulbarga,2020 - 2021,other_cereals,kharif,32.0,24.0,0.75
Gulbarga,2020 - 2021,other_cereals,rabi,11.0,8.0,0.73
Gulbarga,2020 - 2021,other_kharif_pulses,kharif,48.0,39.0,0.81
Gulbarga,2020 - 2021,other_rabi_pulses,rabi,24.0,18.0,0.75
Gulbarga,2020 - 2021,potato,kharif,6.0,41.0,6.83
Gulbarga,2020 - 2021,potato,rabi,52.0,977.0,18.79
Gulbarga,2020 - 2021,ragi,kharif,60.0,106.0,1.77
Gulbarga,2020 - 2021,ragi,rabi,78.0,120.0,1.54
Gulbarga,2020 - 2021,rice,kharif,8516.0,27788.0,3.26
Gulbarga,2020 - 2021,rice,rabi,5129.0,8545.0,1.67
Gulbarga,2020 - 2021,safflower,rabi,3674.0,2509.0,0.68
Gulbarga,2020 - 2021,sannhamp,kharif,4.0,1.0,0.25
Gulbarga,2020 - 2021,sesamum,kharif,4316.0,4704.0,1.09
Gulbarga,2020 - 2021,small_millets,kharif,459.0,463.0,1.01
